Photo ID;Title;Description;Photo URL;Photo date;Photo height;Photo width;Photo Licence;Album ID;Album name;Source URL;Tags
31505565551.0;This is a submission from Twitter user @jens_steinmann;"Dec 12, 2016-

&quot;#SpotHubble&quot;

For more info about #SpotHubble, click <a href=""http://www.nasa.gov/content/goddard/2016/spothubble"" rel=""nofollow"">here</a>!";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/67de9e5ee252cc99a80fefd471fe5a16;2016-12-13;1440.0;1080.0;CC BY;7.21576712797e+16;#SpotHubble;https://www.flickr.com/photos/nasahubble/31505565551/in/album-72157671279653900;hubblespacetelescope spothubble hubble
29906468796.0;This is a submission from Twitter user @Aries;"Sept 22, 2016-

Whoo - hoo!! #SpotHubble in Civ V!!! @2K @CivGame Here's to hoping that Civ VI also showcases @NASA_Hubble! @steam_games

For more info about #SpotHubble, click <a href=""http://www.nasa.gov/content/goddard/2016/spothubble"" rel=""nofollow"">here</a>!";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/652a3d59b48e3a79ed9204d2ff31eb27;2016-09-26;900.0;1440.0;CC BY;7.21576712797e+16;#SpotHubble;https://www.flickr.com/photos/nasahubble/29906468796/in/album-72157671279653900;hubblespacetelescope spothubble hubble
28711201586.0;This is a submission from Twitter user @allison_loll;"7:12pm July 21, 2016-

#SpotHubble #painting #strokeofluckoncanvas pic.twitter.com/nwcxu64IBD

For more info about #SpotHubble, click <a href=""http://www.nasa.gov/content/goddard/2016/spothubble"" rel=""nofollow"">here</a>!";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/bafa2cda6e27b821561877271d19fca8;2016-08-03;720.0;710.0;CC BY;7.21576712797e+16;#SpotHubble;https://www.flickr.com/photos/nasahubble/28711201586/in/album-72157671279653900;hubblespacetelescope spothubble hubble
28936230465.0;This is a submission from Twitter user @santiagomarinp;"2:22pm  July 29, 2016-

Puzzle 3D Metal Model. #SpotHubble 

For more info about #SpotHubble, click <a href=""http://www.nasa.gov/content/goddard/2016/spothubble"" rel=""nofollow"">here</a>!";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/54cdbc221303f5d555cee216ea00ce60;2016-08-12;2048.0;2048.0;CC BY;7.21576712797e+16;#SpotHubble;https://www.flickr.com/photos/nasahubble/28936230465/in/album-72157671279653900;hubblespacetelescope spothubble hubble
29283943651.0;This is a submission from Twitter user @Rodri_Hawk;"10:57am Aug 31, 2016-

i &lt;3 u@NASA_Hubble !!!  #SpotHubble 

For more info about #SpotHubble, click <a href=""http://www.nasa.gov/content/goddard/2016/spothubble"" rel=""nofollow"">here</a>!";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/1b3fa2ffe64af53945075b29c9c91608;2016-08-31;1200.0;1600.0;CC BY;7.21576712797e+16;#SpotHubble;https://www.flickr.com/photos/nasahubble/29283943651/in/album-72157671279653900;hubblespacetelescope spothubble hubble
28240992795.0;STS-125 Crew after the Landing of Space Shuttle Atlantis;"The STS-125 crew pose for a photo near Space Shuttle Atlantis on Runway 22 at Edwards Air Force Base in California following their landing, which ended the STS-125 mission to repair and upgrade NASA's Hubble Space Telescope. From the left are astronauts Mike Massimino, mission specialist; Gregory C. Johnson, pilot; Scott Altman, commander; Megan McArthur, John Grunsfeld, Andrew Feustel, and Michael Good, all mission specialists. 

The main landing gear of Atlantis touched down at 8:39:05 a.m. PDT on May 24, 2009. Nose gear touchdown was at 8:39:15 a.m. Wheel-stop was at 8:40:15 a.m., bringing the mission's elapsed time to 12 days, 21 hours, 37 minutes, 9 seconds. Landing opportunities on May 22, May 23, and May 24 were waved off due to weather concerns at NASA's Kennedy Space Center in Florida, the shuttle's primary landing site. 

Through five spacewalks, Hubble was refurbished and upgraded with state-of-the-art science instruments that will expand Hubble's capabilities and extended its operational lifespan.";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/410b82c0a44dd9f307fc5b80bf0203cb;2009-06-02;2250.0;3000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28240992795/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle spaceshuttleatlantis
28025362755.0;Training Session in the Space Vehicle Mockup Facility;An unidentified member of the STS-109 crew uses a device called a Sky genie to simulate rappelling from a troubled shuttle in a training session in the Space Vehicle Mockup Facility at the Johnson Space Center (JSC). The mockup is called the Full Fuselage Trainer (FFT). This exercise trains the crewmembers for procedures to follow in egressing a troubled shuttle on the ground. STS-109 will be the 108th shuttle flight and the fourth Hubble Space Telescope (HST) servicing mission.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/2da0a151633786d5b5f7775fa839dd8c;2016-07-01;3865.0;2508.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/28025362755/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
28025363585.0;Astronaut Scott D. Altman;Astronaut Scott D. Altman, STS-109 mission commander, dons a training version of the full-pressure launch and entry suit prior to a training session in one of the trainer/mockups (out of frame) in the Space Vehicle Mockup Facility at the Johnson Space Center (JSC). Altman is assisted by United Space Alliance (USA) crew trainer David Pogue. STS-109 will be the 108th shuttle flight and the fourth Hubble Space Telescope (HST) servicing mission.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/1592feac0f2e56afc44a1070b355ecb9;2016-07-01;2526.0;3853.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/28025363585/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
28075338172.0;STS-125 Crew Members Pose for a Photo in the Airlock Prior to EVA3;STS-125 Mission Specialist 3 (MS3) John Grunsfeld (left), MS2 Megan McArthur (center), and MS5 Andrew Feustel pose for a photo in the Atlantis airlock prior to the third session of extravehicular activity (EVA3) to begin. Grunsfeld and Feustel are attired in their Extravehicular Mobility Unit (EMU) spacesuits.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/7b76caa7f152bc2fc61205765707e9c9;2009-05-16;2038.0;3072.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28075338172/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle spacesuit
28143690616.0;STS-125 MS1 Good and MS4 Massimino during EVA2;STS-125 Mission Specialist 1 (MS1) Michael Good (diagonal red stripes) and MS4 Mike Massimino (broken horizontal stripes) work to open the -V3 side doors on the Hubble Space Telescope (HST) during Rate Sensor Unit (RSU) removal and replacement operations. Good is standing on the Manipulator Foot Restraint (MFR), which is connected to the Shuttle Remote Manipulator System (SRMS)/Canadarm Latching End Effector (LEE). This photo was taken during the second session of extravehicular activity (EVA2).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/e530108d130a9494c477fc73c55a4f70;2009-05-15;2025.0;3072.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28143690616/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle eva spacewalk extravehicularactivity spaceshuttleatlantis
27562325123.0;STS-125 MS1 Good during EVA2;View of STS-125 Mission Specialist 1 (MS1) Michael Good working to secure Crew Aids and Tools (CATs) to the Manipulator Foot Restraint (MFR) on the Shuttle Remote Manipulator System (SRMS)/Canadarm end effector near the beginning of the second session of extravehicular activity (EVA2).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/a961419f899628733b92623e45f48a93;2009-05-15;2034.0;3072.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27562325123/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle astronaut eva extravehicularactivity spacewalk spaceshuttleatlantis
28240472225.0;STS-125 MS3 Grunsfeld during EVA5;STS-125 Mission Specialist 3 (MS3) John Grunsfeld participates in the mission's fifth and final session of extravehicular activity (EVA) as work continue to refurbish and upgrade the Hubble Space Telescope. During the seven-hour and two-minute spacewalk, Grunsfeld and mission specialist Andrew Feustel (out of frame) installed a battery group replacement, removed and replaced a Fine Guidance Sensor, and installed three thermal blankets (NOBLs) that protect Hubble's electronics.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/772c695855ef3f89921760bba834d53d;2009-05-18;1993.0;3000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28240472225/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle astronaut eva spacewalk extravehicularactivity
28240471445.0;STS-125 MS5 Feustel during EVA5;STS-125 Mission Specialist 5 (MS5) Andrew Feustel participates in the mission's fifth and final session of extravehicular activity (EVA5) as work continued to refurbish and upgrade the Hubble Space Telescope. During the seven-hour and two-minute spacewalk, Feustel and mission specialist John Grunsfeld (out of frame) installed a replacement battery module, removed and replaced a Fine Guidance Sensor, and installed three thermal blankets (NOBLs) that protect Hubble's electronics.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/5ac37a714e194c5a3378268d9d58da77;2009-05-18;1993.0;3000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28240471445/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle astronaut spaceshuttleatlantis
27625405524.0;STS-125 Call from the President;"President Barack Obama talks to the crew of the STS-125 mission, orbiting Earth aboard the Space Shuttle Atlantis the day after the crew released the freshly serviced Hubble Space Telescope. 

Photo credit: NASA/White House/Pete Souza";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/2c4138af1d53164ae6788104e0ab03e8;2009-05-21;690.0;1024.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27625405524/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle president obama presidentobama
28240471725.0;STS-125 MS3 Grunsfeld and MS5 Feustel during EVA5;STS-125 Mission Specialist 3 (MS3) John Grunsfeld, positioned on the Shuttle Remote Manipulator System (SRMS) Manipulator Foot Restraint (MFR), and MS5 Andrew Feustel work to remove and replace the Hubble Space Telescope's Fine Guidance Sensor 2 during the fifth session of extravehicular activity (EVA5).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/e63db57586d252510a75db2d2fb6f70c;2009-05-18;2804.0;4288.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28240471725/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle spaceshuttleatlantis fineguidancesensor eva extravehicularactivity spacewalk
27625121504.0;STS-125 MS3 Grunsfeld and MS5 Feustel during EVA5;This view shows STS-125 Mission Specialist 3 (MS3) John Grunsfeld, positioned on the Shuttle Remote Manipulator System (SRMS) Manipulator Foot Restraint (MFR), and MS5 Andrew Feustel working to remove and replace the Hubble Space Telescope's Fine Guidance Sensor 2 during the fifth session of extravehicular activity (EVA5).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/fe6a493c55523239e21d3dc7660f5edb;2009-05-18;2810.0;4288.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27625121504/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle spacewalk extravehicularactivity eva
27412541704.0;Hubble Space Telescope;An STS-125 crew member aboard the Space Shuttle Atlantis captured this still image of the Hubble Space Telescope as the two spacecraft began their relative separation on May 19, 2009, after having been linked together for the better part of a week. During the week, five spacewalks were performed to complete the final servicing mission for the orbital observatory.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/62f6b0e61955d4a1b3022dc1091617df;2009-05-19;2810.0;4288.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27412541704/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle
27562324693.0;Earth Observation Taken by the STS-125 Crew;Low-level winds rushing over the Cape Verde Islands off the coast of northwestern Africa created cloud vortex streets, which share this scene with the top of the Hubble Space Telescope locked down in the cargo bay of the Earth-orbiting Space Shuttle Atlantis.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/cacc9e480ced83ce58ebc862a66e2d33;2009-05-15;1993.0;3000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27562324693/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle earth clouds
27411546763.0;Space Shuttle Columbia Liftoff;The Space Shuttle Columbia begins its 27th flight in the pre-dawn hours from Launch Pad 39A. Liftoff for STS-109 occurred at 6:22:02:08 a.m., EST (11:22:02:08 GMT) on March 1, 2002. The goal of the mission is the maintenance and upgrade of the Hubble Space Telescope, to be carried out in five space walks. On board the spacecraft were astronauts Scott D. Altman, Duane G. Carey, Nancy J. Currie, John M. Grunsfeld, James H. Newman, Richard M. Linnehan, and Michael J. Massimino.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/630d1a09f409c8f0914ab72656be0c7b;2016-07-01;3000.0;2400.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27411546763/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109 columbia sm3b hst
27990760846.0;Astronaut Richard M. Linnehan;Astronaut Richard M. Linnehan, mission specialist, uses a laser ranging device designed to measure the range between two spacecraft. Linnehan positioned himself on the cabin's aft flight deck as the Space Shuttle Columbia approached the Hubble Space Telescope. A short time later, the STS-109 crew captured and latched down the giant telescope in the vehicle's cargo bay for several days of work on the Hubble. The image was recorded with a digital still camera.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/7175c9b4727dcc4333ffe6572997fe00;2016-07-01;1987.0;3032.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27990760846/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27990760536.0;Astronauts John M. Grunsfeld and James H. Newman;"Astronauts John M. Grunsfeld (foreground), payload commander; and James H. Newman, mission specialist, perform tasks on the mid deck of the Space Shuttle Columbia. Although other tasks are being accomplished, the STS-109 crew is in a general posture of preparation for several days' space walk duty to perform work on the Hubble Space Telescope (HST). The image was recorded with a digital still camera.";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/624c18f0ec9ad227e3210cf3a32abcac;2016-07-01;1987.0;3032.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27990760536/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27990764016.0;John Shannon and Astronaut Mark L. Polansky;Ascent flight director John Shannon, seated at the Flight Director console in the Shuttle Flight Control Room of the Johnson Space Center's Mission Control Center, awaits launch of the Space Shuttle Columbia several hundred miles away in Florida. Astronaut Mark L. Polansky, spacecraft communicator (CAPCOM), is in the background.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/4e05e08da5b90cf705a7d5f15ab61d47;2016-07-01;1728.0;1152.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27990764016/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109 hst
27564268533.0;STS-125 Crew Member Poses for a Photo on the Middeck Prior to EVA4;Astronaut Michael Good, STS-125 mission specialist, peers through an opening of his Extravehicular Mobility Unit (EMU) spacesuit on the Earth-orbiting Space Shuttle Atlantis prior to donning it in preparation for the mission's fourth session of extravehicular activity (EVA4).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/e308761760a37bb9bd2965782e144422;2009-05-17;1993.0;3000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27564268533/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle astronaut
28075653682.0;STS-125 MS1 Good and MS4 Massimino during EVA4;Astronauts Michael Good (left) and Mike Massimino, both STS-125 mission specialists, participate in the mission's fourth session of extravehicular activity (EVA4) as work continues to refurbish and upgrade the Hubble Space Telescope. During the eight-hour, two-minute spacewalk, Massimino and Good continued repairs and improvements to the Space Telescope Imaging Spectrograph (STIS), which has helped extend Hubble's life.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/7f93b7f4ac5bd35cd66660427bfe458d;2009-05-17;1993.0;3000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28075653682/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle eva spacewalk extravehicularactivity
27564268303.0;STS-125 MS1 Good during EVA4;This view shows STS-125 Mission Specialist 1 (MS1) Michael Good just outside the airlock hatch during the fourth session of extravehicular activity (EVA4). The photo was taken from inside Atlantis.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/1a102d394f5d686ae3babd31f68d3534;2009-05-17;2810.0;4288.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27564268303/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle astronaut eva extravehicularactivity spacewalk
28075653432.0;STS-125 MS1 Good Exits the Airlock for EVA4;This photo provides a partial view of STS-125 Mission Specialist 1 (MS1) Michael Good as he opens the airlock hatch during egress procedures for the fourth session of extravehicular activity (EVA4).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/69517ca8ac40d4d40af604bd762fdf52;2009-05-17;2810.0;4288.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28075653432/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle astronaut
27564268883.0;STS-125 MS1 Good during EVA4;This close-up view shows STS-125 Mission Specialist 1 (MS1) Michael Good during Space Telescope Imaging Spectrograph (STIS) repair operations. Good is standing on the Shuttle Remote Manipulator System (SRMS) Manipulator Foot Restraint (MFR).  This photo was taken during the fourth session of extravehicular activity (EVA4).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/15c90442abb49d880c001faa085d835f;2009-05-17;2804.0;4288.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27564268883/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle eva extravehicularactivity spacewalk astronaut
27564267803.0;STS-125 MS1 Good Prepares for EVA4;STS-125 commander Scott Altman (right) and mission specialist John Grunsfeld assist mission specialist Michael Good (partially out of frame) in the donning of his Extravehicular Mobility Unit (EMU) spacesuit on the middeck of the Earth-orbiting Space Shuttle Atlantis in preparation for the mission's fourth session of extravehicular activity (EVA4).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/f8fd72d02ca3de54f302e13233281af1;2009-05-17;2816.0;4288.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27564267803/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle spacesuit
27411462224.0;Duane G. Carey and Scott D. Altman await a training session;Suited in training versions of the full-pressure launch and entry suit, astronauts Duane G. Carey (left) and Scott D. Altman, STS-109 pilot and mission commander, respectively, await a training session in one of the trainer/mockups (out of frame) in the Space Vehicle Mockup Facility at the Johnson Space Center (JSC). STS-109 will be the 108th shuttle flight and the fourth Hubble Space Telescope (HST) servicing mission.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/bda2ea129abb0307aca468c5bea4d40d;2016-07-01;2059.0;3148.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27411462224/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27990772146.0;Astronauts training in the high fidelity trainer/mockups in the Space Vehicle Mockup Facility;Astronauts Michael J. Massimino (left), James H. Newman, and Richard M. Linnehan, all STS-109 mission specialists, are photographed in one of the high fidelity trainer/mockups in the Space Vehicle Mockup Facility at the Johnson Space Center (JSC). STS-109 will be the 108th shuttle flight and the fourth Hubble Space Telescope (HST) servicing mission.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/7130b2816084164ced0c6a46d646acbf;2016-07-01;2084.0;3136.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27990772146/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27923262092.0;Astronaut Duane G. Carey;Astronaut Duane G. Carey, STS-109 pilot, dons a training version of the full-pressure launch and entry suit prior to a training session in one of the trainer/mockups (out of frame) in the Space Vehicle Mockup Facility at the Johnson Space Center (JSC). Carey is assisted by United Space Alliance (USA) suit technician Mike Thompson. STS-109 will be the 108th shuttle flight and the fourth Hubble Space Telescope (HST) servicing mission.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/689ccc64e8bf77fb47a8a451d0278740;2016-07-01;2080.0;3147.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27923262092/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27411459914.0;Astronaut John M. Grunsfeld;Astronaut John M. Grunsfeld, STS-109 payload commander, photographed in the rear station of a T-38 trainer jet, prepares for a flight at Ellington Field near Johnson Space Center (JSC).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/e2457924476c1efef4189a29662a4ab1;2016-07-01;2008.0;3032.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27411459914/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
28331247955.0;Deployment of the Hubble Space Telescope;"In this April 25, 1990, photograph taken by the crew of the STS-31 space shuttle mission, the Hubble Space Telescope is suspended above shuttle Discovery's cargo bay some 332 nautical miles above Earth. The Canadian-built Remote Manipulator System (RMS) arm, controlled from in-cabin by the astronaut crew members, held the huge telescope in this position during pre-deployment procedures, which included extension of solar array panels and antennae.

STS-31 was the tenth launch of the shuttle Discovery. On board were Commander Loren J. Shriver, Pilot Charles F. Bolden, Jr. (now NASA Administrator), Mission Specialists Steven A. Hawley, Bruce McCandless II and Kathryn D. Sullivan (now NOAA Administrator). To launch Hubble into an orbit that guaranteed longevity, Discovery soared to a record altitude of 600 km.

Image Credit: NASA";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/b51c787de52c7fa60f2bbc399de1bbe4;2009-07-01;1032.0;1041.0;CC BY;7.21576703987e+16;Hubble Deployment;https://www.flickr.com/photos/nasahubble/28331247955/in/album-72157670398668500;hubble hubblespacetelescope nasa hubbledeployment sts31
36306072281.0;M17;"Illuminated by ultraviolet radiation from young, massive stars on the right side of this photograph, M17, also known as the Omega Nebula or Swan Nebula, is one of the largest star-forming regions in the Milky Way galaxy. Hubble’s stunning image of a central portion of the nebula has been colorized to highlight certain wavelengths of light. Green represents oxygen while red reveals hydrogen and infrared light.

The Omega Nebula was discovered in 1745 by the Swiss astronomer Jean-Philippe Loys de Chéseaux. It is located 5,500 light-years from Earth in the constellation Sagittarius. The nebula has an apparent magnitude of 6 and can be seen with a pair of binoculars. M17, which appears near M16 and M18 in the sky, is best viewed on clear nights in August.

M17 contains one of our galaxy’s youngest star clusters, at only 1 million years old. However, many of the young stars in this cluster are impossible to see because of the gas and dust that surrounds them. The powerful radiation from the young stars evaporates and erodes the dense clouds of cold gas in which new stars form. One such pocket of gas is seen at the center of the brightest region of the nebula (near the bottom of this image) and is about 10 times larger than our solar system. Other dense pockets of gas have formed the remarkable dark features jutting inward from the bottom left corner of the image.

For more information about Hubble’s observations of M17, see:
<a href=""http://hubblesite.org/news_release/news/2002-11"" rel=""nofollow"">hubblesite.org/news_release/news/2002-11</a>            
<a href=""http://hubblesite.org/news_release/news/2003-13"" rel=""nofollow"">hubblesite.org/news_release/news/2003-13</a>

Credit: ESA, NASA, and J. Hester (Arizona State University)";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/77e3e7e9f763af549c60f7af136320e3;2003-04-24;1756.0;2163.0;CC BY-NC-SA;7.2157687169e+16;Hubble's Messier Catalog;https://www.flickr.com/photos/nasahubble/36306072281/in/album-72157687169041200;hubble hubblespacetelescope space nasa omeganebula swannebula sagittarius astronomy jeanphilippeloysdecheseaux augustsky nebula m17 messier17 ngc6618 starformingregion ultravioletradiation coldgas
36397905866.0;M57;"M57, or the Ring Nebula, is a planetary nebula, the glowing remains of a sun-like star. The tiny white dot in the center of the nebula is the star’s hot core, called a white dwarf. M57 is about 2,000 light-years away in the constellation Lyra, and is best observed during August. Discovered by the French astronomer Antoine Darquier de Pellepoix in 1779, the Ring Nebula has an apparent magnitude of 8.8 and can be spotted with moderately sized telescopes.

M57 is tilted toward Earth so that astronomers see the ring face-on. This gorgeous, high-resolution Hubble image helped astronomers determine that the nebula’s shape is more complicated than initially thought. The blue gas in the nebula’s center is actually a football-shaped structure seen end-on that pierces the red, doughnut-shaped material. The inner rim of the ring displays an intricate structure of dark, irregular knots of dense gas that the stellar winds have not yet been able to blow away. The knots and their tails look like spokes in a bicycle.

This image of M57 has been colorized to illustrate the nebula’s chemical composition. The deep blue color in the center represents helium, the light blue color of the inner ring is the glow of hydrogen and oxygen, and the reddish color of the outer ring is from nitrogen and sulfur.

For more information on Hubble’s observations of M57, see:
<a href=""http://hubblesite.org/news_release/news/2013-13"" rel=""nofollow"">hubblesite.org/news_release/news/2013-13</a>
<a href=""http://hubblesite.org/news_release/news/1999-01"" rel=""nofollow"">hubblesite.org/news_release/news/1999-01</a>

Credits: NASA, ESA and the Hubble Heritage (STScI/AURA)-ESA/Hubble Collaboration";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/fd90c8baba3d25acf76e04d4b307f912;2013-05-20;3179.0;3179.0;CC BY-NC-SA;7.2157687169e+16;Hubble's Messier Catalog;https://www.flickr.com/photos/nasahubble/36397905866/in/album-72157687169041200;hubble hubblespacetelescope nasa ringnebula lyra planetarynebula whitedwarf astronomy augustsky antoinedarquierdepellepoix ngc6720 nebula m57 messier57 messier nightsky space
